#StationName  TWD97 - 250000 meters					WGS84(latitude,longitude)
雷朗園區	42518.9108277266,2783824.9319207976	25.162336,121.421783
水興公	42912.775778234034,2783792.607957195	25.162033,121.425689
左岸公園左岸碼頭	43308.703156615753,2783619.9597351975	25.160463,121.429611
下街仔	-66326.331252673335,2631285.675817349	23.784286,120.3491801
渡船頭	54203.406226694635,2760466.6648483085	24.951084,121.536769
水雲山莊	44112.647861451813,2783069.1524538789	25.155467,121.437568
米倉里	44678.34403266677,2782419.1344622644	25.149582,121.443158
觀音路口	44789.468822801529,2782382.2823569309	25.149246,121.444259
米倉國小	44918.020667791177,2782136.5814503715	25.147024,121.445526
米倉國小一	44969.0640319132,2782036.9488148051	25.146123,121.446029
聖心別墅	45029.65570970509,2781855.2693862896	25.144481,121.446624
烏山頭	44476.253991496968,2781110.9528932688	25.1377778,121.4411111
烏山頭	45044.415426812287,2781539.0775666307	25.141626,121.44676
張厝	36996.174652182366,2765308.864569339	24.995317,121.366501
聖心女中	45284.781677250758,2780874.6076155943	25.13562,121.449122
龍形	45360.416775068159,2780720.1178131266	25.134223,121.449867
大福社區	45505.620277307877,2780297.0289364308	25.130399,121.451293
艋舺橋(臨時站)	45548.716480652489,2780074.53109918	25.128389,121.451713
艋舺橋	45571.362424229148,2779966.8304711981	25.127416,121.451934
關渡大橋	46206.608546234922,2779808.9586541373	25.1259714,121.4582283
關渡	47531.825228463676,2778551.3847627104	25.1145769,121.4713265
捷運關渡站	47101.553291154996,2779774.4328068644	25.125632,121.467102
八仙橋頭	39572.457048700089,2781710.9077792712	25.143331,121.392494
職能發展學院二	54383.448234146606,2778447.886708614	25.113411,121.539261
忠孝新村	23606.825769217605,2748317.6461900081	24.842181,121.233572
芝山國小	54097.59752258502,2778101.9148814343	25.1102979,121.536413
芝山里	55162.748093276568,2778515.445030496	25.1139926,121.5469909
忠義街	53669.113502743458,2777658.0214034286	25.1063058,121.5321471
忠義街	41337.36008567518,2767432.141232512	25.0143741,121.4095695
忠義街	27562.19707561818,2762610.608962907	24.9711572,121.2729909
忠義街	-34622.756363988017,2672955.279144085	24.1615376,120.6592738
忠義街	-1009.3379848530511,2731295.9200575054	24.6886797,120.9900256
忠義街	-12697.015626211758,2731281.9755439493	24.6885017,120.8745268
忠義街	-47269.537914615896,2664116.2293448742	24.0813999,120.5351067
忠義街	-35506.325733025922,2704407.3106144294	24.4454999,120.6498
忠義街	-53385.607573201924,2618495.8944179877	23.6692835,120.4766162
忠義街	-56443.85079155006,2597409.0365899224	23.4787723,120.4474321
忠義街	-57502.651691366642,2601701.1135620992	23.5174915,120.4369025
忠義街	-61611.464633526331,2611298.1177840894	23.6039978,120.3962726
忠義街	-70436.889848694191,2577933.4914115975	23.3023696,120.3113612
忠義街	-37128.868844583769,2543362.7484397306	22.9912744,120.6378355
忠義街	-69891.267987032013,2566184.110971753	23.1962983,120.3172356
忠義街	-78277.609751045136,2544467.6802636446	22.9998261,120.2364243
聯合醫院陽明院區	53628.062123245851,2777551.0680855885	25.1053417,121.5317359
永平路口	-28790.43845904202,2669671.9673683527	24.132009,120.716735
天母	53866.568546243572,2778698.9928479814	25.1156965,121.5341457
農訓協會	53627.618742281178,2779458.3081679279	25.12256,121.531806
天母新村	53581.276076431386,2779318.6681915219	25.121301,121.531341
天母廣場	53530.7013510189,2779075.3325794116	25.119106,121.53083
捷運石牌站(西安)	51938.390281108354,2778584.4421802242	25.11473,121.515022
捷運石牌站(西安)	55168.45493114202,2774692.1223162981	25.079476,121.546894
捷運石牌站(西安)	56043.443231459387,2775291.2916015438	25.084853,121.555592
捷運石牌站(西安)	55086.246064189116,2774740.0848125829	25.079912,121.546081
捷運石牌站(西安)	56016.858113080525,2775280.105499933	25.084753,121.555328
捷運石牌站(東華)	51992.633595924184,2778561.7202595365	25.114523,121.515559
公田	32535.126713450569,2774571.0385568812	25.07904,121.322527
埤頭里	54509.326290365549,2770941.9457224496	25.0456437,121.5402117
挖仔尾	41698.4593339006,2783516.89295086	25.159578,121.413635
大竹圍	34796.146168467567,2763368.8297735523	24.977854,121.344658
大崁國小	42277.357961368522,2783602.3112992719	25.160333,121.41938
安老院	42448.409549068274,2783481.3330703923	25.159236,121.421073
大崁里	42552.3377834433,2783452.0833407105	25.158969,121.422103
乙天宮	42790.037697008156,2783457.1498269984	25.159008,121.424461
西門	51359.444461213512,2770593.9241525223	25.042612,121.508983
立德路	46737.303162622316,2764506.3142947052	24.9878025,121.4629717
立德路	47577.250330909432,2779892.0835076422	25.1266792,121.4718234
立德路	77892.037709204524,2781618.7415033556	25.1410046,121.7725357
立德路	-58711.211072202124,2622520.9902224061	23.7054429,120.4242475
立德路	6713.7399135245205,2521559.4262696966	22.7947722,121.0653936
調度站八里站	40126.652673377444,2782099.9939050749	25.146829,121.398002
臺北港行政大樓	39456.816809795113,2782577.2095735995	25.151155,121.391372
臺北港行政大樓	51235.900148774206,2772204.9083932471	25.0571601,121.5078186
廖添丁廟	39992.172919184624,2781744.6348228906	25.1436244,121.3966578
廖添丁廟	63868.728846147133,2793166.2669582376	25.2459109,121.633999
台北港行政大樓	39456.816809795113,2782577.2095735995	25.151155,121.391372
台北港行政大樓	51235.900148774206,2772204.9083932471	25.0571601,121.5078186
舊城村	41324.828726025276,2782629.0616568979	25.151573,121.409902
八里鄉公所	40470.324970895315,2782381.1418329524	25.149358,121.401419
仁愛路口	46773.340462232751,2763481.4716099682	24.978549,121.463294
埤頭村	42338.085147998136,2781048.9772801506	25.1372799,121.4199035
埤頭村	-53056.729223847913,2642846.8607572056	23.8891705,120.478965
埤頭村	-70248.170438098634,2544990.0328083215	23.0049012,120.3147208
大崁村	42907.350286619505,2783253.7634797483	25.1571685,121.4256183
米倉村	43487.684563059134,2781930.9765867032	25.1452098,121.4313328
米倉國小(一)	44969.0640319132,2782036.9488148051	25.146123,121.446029
馬偕護校	46841.501357371744,2779389.0617373819	25.122161,121.46451
觀景台	-256966.698448415,2710475.3143301527	24.4794194,118.4653867
觀景台	-259726.28834738184,2702962.9916841076	24.4111993,118.4395586
淡水漁市	41822.29222131709,2785959.9134843331	25.18163,121.414938
淡水漁市	41396.473683679578,2786113.6823659777	25.18303,121.410718
淡水漁市	41465.615265908775,2786190.2454222073	25.1837193,121.4114063
淡水漁市	41604.65566971738,2786246.841138592	25.1842264,121.4127875
淡水漁市	41500.070119416567,2786218.5521285096	25.1839739,121.411749
淡水漁市	41396.574137422416,2786113.7934397906	25.183031,121.410719
淡水漁市	44324.549272414515,2784679.6262949198	25.17,121.439722
漁人碼頭	41396.473683679578,2786113.6823659777	25.18303,121.410718
沙崙里	42321.597350385986,2786340.363761364	25.1850507,121.4199035
淡海	42146.322223029892,2786194.1921918117	25.183736,121.41816
淡海	42213.795747003809,2786008.4232550776	25.182057,121.4188237
淡水拖吊場	42531.8872952358,2786054.2772213863	25.182462,121.421981
大河文明	42668.608798344627,2786103.77641155	25.182905,121.423339
果嶺大道	42912.463933476378,2786315.1145394067	25.184806,121.425765
天生社區	43076.919098294122,2786612.2714394028	25.187484,121.427406
大庄福德廟	43082.613459861248,2786755.179869961	25.188774,121.427467
大庄	-7737.705001042963,2742897.6548650744	24.793409,120.923471
大庄	20371.828439744502,2747546.5792230917	24.835266,121.201553
臺北海院(淡水校區)	43015.620580105489,2787031.4435708164	25.19127,121.426811
高爾夫山莊	43866.659799434878,2786126.7587881242	25.183078,121.435226
真理大學	43861.174472190331,2785444.3344593355	25.1769173,121.4351497
東宇花園城	44212.285689720316,2786031.733910956	25.18221,121.438652
加州社區	44503.833447330253,2785984.9458674495	25.181779,121.441543
城堡花園	44593.174554866157,2785942.8150352924	25.181396,121.442428
摩天31	44737.904093106343,2785885.027439089	25.18087,121.443862
摩天31	2239.7368018445977,2565857.4352755318	23.194828,121.02188
米粉寮	44660.332133963937,2785842.2371220123	25.180486,121.443091
水碓子	44199.384743660587,2785567.2426880649	25.178017,121.438509
正德國中	45084.258911792473,2785692.7173913443	25.1791235,121.4472919
台電宿舍	45293.94573089412,2785656.3636083012	25.178789,121.449371
福德宮	28324.965269325789,2760245.3237421964	24.9497886,121.2804973
福德宮	5656.6523108771107,2732658.2657783949	24.7009699,121.0559052
福德宮	-28705.257167325435,2687436.4361570408	24.2924098,120.7172193
福德宮	65012.3019726463,2668306.1142230649	24.1186,121.6395729
福德宮	58783.046293146021,2768967.0658936878	25.0276547,121.5824803
福德宮	47579.694973215206,2768434.207778628	25.0232376,121.4714514
福德宮	51913.706460348745,2770416.5661561023	25.0409919,121.514469
福德宮	-19863.008839859693,2725474.41722569	24.6359909,120.803794
福德宮	32219.076953996988,2758069.7233009362	24.930069,121.319009
福德宮	60718.771433192676,2760803.5563889113	24.953879,121.6013019
福德宮	53370.611451531244,2772464.4088596	25.059429,121.5289859
福德宮	43902.719546643886,2775760.9620790081	25.089495,121.4352519
福德宮	70171.946941579678,2768481.1551648974	25.022783,121.695302
福德宮	13280.139599450002,2742917.9311587084	24.793554,121.131346
福德宮	13683.95258294857,2767475.8442009492	25.0152709,121.1355819
福德宮	-11777.034983163969,2720894.1989400145	24.5947199,120.883705
福德宮	-21189.050439873474,2725506.3995889947	24.636262,120.790695
福德宮	-16013.064165813448,2695573.8489433206	24.366065,120.8421609
福德宮	-38819.609543245075,2673208.5832211305	24.1637269,120.617966
福德宮	-41095.93036764476,2490150.8029455105	22.5106349,120.6005399
福德宮	-16507.310307986638,2653870.1147082616	23.989503,120.8377659
福德宮	-35499.428377214434,2665474.3454222721	24.0939708,120.6508299
福德宮	-55905.417398927115,2657095.801962445	24.01773,120.450446
福德宮	-47105.205487327759,2621915.7004037942	23.7003589,120.538078
福德宮	-47452.4344070393,2641225.1481231954	23.8747039,120.534052
福德宮	-54465.0301843921,2642213.0200986192	23.8833999,120.465159
福德宮	-49849.959407976261,2620398.4867226761	23.6865764,120.5112142
福德宮	-48342.798680288841,2618913.3851638846	23.6732124,120.5260401
福德宮	-42913.7850006299,2611036.9961123643	23.6022442,120.579493
北新路口	45690.938215292517,2785819.5261161583	25.18025,121.453315
淡江大學	45358.88502561918,2785274.4201793396	25.1753389,121.4500026
忠愛街口	41291.894824999792,2767587.8943584068	25.0157815,121.4091237
忠愛街口	46129.772321445635,2784872.93619781	25.1716909,121.4576368
忠愛街口	46351.711042907671,2784857.6417310648	25.171546,121.459838
加油站	40265.097752653157,2759403.2909329273	24.941917,121.398712
加油站	33357.105207180575,2763725.3416454052	24.981105,121.330413
加油站	30316.748082201026,2769390.8023764384	25.032318,121.300422
加油站	40075.324388956506,2774462.8480161633	25.077882,121.39727
坪頂路口	45975.550308559621,2783745.583170718	25.161518,121.456069
竿蓁林	45764.35282542,2784164.125933371	25.165303,121.453988
八勢一街	46466.372586638179,2782972.0006488222	25.1545191,121.4609115
捷運紅樹林站	46260.838509290923,2782918.4521309906	25.154042,121.458871
八勢里	46364.559823592215,2782959.6013615709	25.1544103,121.4599012
竹圍國小	46362.56980873071,2782177.5417744732	25.14735,121.459855
竹圍國小	24645.944842244746,2777294.6698440313	25.1037788,121.2443695
竹圍國小	-71678.967004072969,2522640.2698480408	22.803018,120.301798
安老所	46324.028543674227,2781948.7861128128	25.145286,121.459465
馬偕醫院	46329.622083391645,2781431.6316234809	25.140617,121.459503
捷運竹圍站	46328.589793034043,2781024.3361662347	25.13694,121.459479
許厝	34708.132606529114,2779316.1551201902	25.121831,121.344188
山海大地	46078.416165338116,2783585.5399983949	25.16007,121.457084
育成高中	61423.1795022087,2772350.7309914972	25.058097,121.608791
南港高工	61369.3919001724,2772002.619233693	25.0549565,121.6082424
東新國小	60750.105676274274,2772120.0885796342	25.056042,121.60211
東新國小	-17533.796244234371,2683903.5850637453	24.2606759,120.827314
中國電視公司	60427.571158778243,2772156.2074868316	25.056381,121.598915
南港分局(向陽)	59908.240687586309,2772087.5678211637	25.055782,121.593765
南港分局(重陽)	60151.781281483665,2772026.0545911775	25.055217,121.596176
潭美國小(新明)	59576.676573625395,2772551.5662020771	25.059984,121.590499
三陽公司	59311.851863578719,2772382.5983285736	25.058469,121.587867
新明路	58914.92520428123,2772182.9913109895	25.0566825,121.5839245
週美里	58859.584321670613,2772219.926434915	25.0570181,121.5833776
南京舊宗路口	58436.1720927973,2772121.2844883604	25.056144,121.579177
南京公寓	57085.217354864966,2771570.2566380491	25.051221,121.565765
南京三民路口	56591.577987006458,2771599.8811468971	25.051507,121.560874
南京寧安街口	56011.402584110583,2771610.9911501124	25.0516289,121.5551246
南京寧安街口	55988.07796799366,2771600.1620771121	25.051532,121.554893
南京敦化路口	55379.711593045438,2771656.0553180021	25.052059,121.548866
南京復興路口	-31583.076594838403,2670567.2254385687	24.1400391,120.6892394
南京龍江路口	54514.486475016383,2771628.4256362105	25.051841,121.54029
南京建國路口	54210.425380910245,2771639.2885387712	25.05195,121.537277
南京建國路口	31888.157417930877,2764311.8787363474	24.986432,121.3158763
捷運松江南京站	53786.413726159451,2771644.8113304032	25.052015,121.533075
南京吉林路口	53415.887604014271,2771648.5626347717	25.052062,121.529403
南京林森路口	53039.4075078046,2771652.6331585478	25.052112,121.525672
捷運中山站	52506.310004640327,2771714.0420394782	25.052685,121.520391
圓環(南京)	52028.05787245142,2771815.0028768615	25.053613,121.515655
迪化街口	20687.061782929806,2756687.3193128752	24.9177887,121.2048078
南京西寧路口	51309.399315843526,2771720.23544478	25.052782,121.508529
玉泉里	51230.273324415131,2771518.4531989838	25.050963,121.5077373
南京西路口(塔城)	51489.409198025169,2771775.6764023332	25.0532764,121.5103151
延平一站(南京)	23567.418844797565,2761745.2802563705	24.963412,121.23341
延平一站(南京)	47268.1080960799,2764809.6951516145	24.990525,121.46824
延平一站(南京)	-5669.2937854263409,2744179.8260336062	24.8049943,120.9439232
延平一站(南京)	-5482.3875578300567,2744166.7585275648	24.804877,120.945772
延平一站(南京)	-12482.28789645245,2730691.9200494378	24.683176,120.876654
延平一站(南京)	75499.490293827359,2780093.4449171377	25.1273569,121.748724
延平一站(南京)	51563.403148176491,2771042.6339794914	25.046656,121.511021
延平一站(南京)	86257.812882950733,2720876.9575096807	24.5922,121.851735
延平一站(南京)	20599.107276688559,2759108.6761833266	24.9396509,121.203973
延平一站(南京)	-46790.08085134095,2662098.9676579558	24.0631999,120.539887
延平一站(南京)	21166.109779300168,2759864.944953802	24.946471,121.209599
延平一站(南京)	22015.862917812774,2760324.3933864748	24.950607,121.218021
延平一站(南京)	-51315.9908084971,2627583.4052040726	23.751407,120.496591
延平一站(南京)	77274.950428370619,2738849.4765186869	24.754931,121.76403
